danceability,playlist_genre,valence,track_artist,track_popularity,track_album_name,track_id,track_name,track_album_release_date,instrumentalness,acousticness
0.562,pop,0.501,Lady Gaga,86,Disease,19KlZwqlT3fguP2BeHF1Q1,Disease,2024-10-25,0.0,0.0513
0.734,pop,0.672,LISA,82,Moonlit Floor (Kiss Me),5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),2024-10-08,0.0,0.126
0.619,pop,0.746,Morgan Wallen,86,Love Somebody,7hR22TOX3RorxJPcsz5Wbo,Love Somebody,2024-10-18,0.000118,0.00948
0.53,pop,0.338,Gracie Abrams,90,The Secret of Us,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",2024-06-21,0.0,0.656
0.727,pop,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",86,Move,1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07,0.336,0.0563
0.505,pop,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",88,CHROMAKOPIA,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0.0,0.285
0.701,pop,0.69,Sabrina Carpenter,90,Espresso,2qSkIjg1o9h3YT9RAgYN75,Espresso,2024-04-12,6.54e-05,0.107
0.894,pop,0.838,JENNIE,89,Mantra,2CspwnypzT7rcWI9RfsoSb,Mantra,2024-10-10,1.15e-05,0.00434
0.833,pop,0.343,"Rauw Alejandro, Bad Bunny",82,Cosa Nuestra,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,2024-11-15,1.27e-05,0.528
0.757,pop,0.321,Don Toliver,85,HARDSTONE PSYCHO,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,2024-06-14,0.0209,0.189
0.638,pop,0.731,"Post Malone, Morgan Wallen",84,I Had Some Help,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),2024-05-10,0.0,0.00757
0.741,pop,0.934,Hozier,77,Unheard,4IadxL6BUymXlh8RCJJu7T,Too Sweet,2024-03-22,0.000809,0.0295
0.705,pop,0.457,The Marías,84,Submarine,3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,2024-05-31,0.0814,0.552
0.694,pop,0.471,"Oscar Maydon, Fuerza Regida",93,Tu Boda,1cOboCuWYI2osTOfolMRS6,Tu Boda,2024-09-26,1.36e-05,0.496
0.635,pop,0.332,Myles Smith,88,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10,0.0,0.246
0.836,pop,0.703,"GloRilla, Sexyy Red",70,WHATCHU KNO ABOUT ME (with Sexyy Red),4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10,0.0,0.00586
0.645,pop,0.295,Ariana Grande,81,eternal sunshine,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),2024-03-08,3.04e-05,0.0615
0.472,pop,0.219,Benson Boone,85,Beautiful Things,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0.0,0.151
0.744,pop,0.712,"Myke Towers, benny blanco",84,LA PANTERA NEGRA (DELUXE),0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),2024-10-17,0.0,0.0501
0.739,pop,0.788,KATSEYE,85,Touch,6aJn7Cst74cj4lNIiPRgav,Touch,2024-07-26,1.03e-05,0.549
0.561,pop,0.242,Teddy Swims,89,I've Tried Everything But Therapy (Part 1),17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,0.199
0.646,pop,0.64,Mark Ambor,82,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,0.0,0.491
0.924,pop,0.787,KAROL G,93,Si Antes Te Hubiera Conocido,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,0.446
0.689,pop,0.912,Djo,89,DECIDE,3qhlB30KknSejmIvZZLjOD,End of Beginning,2022-09-16,0.00259,0.0351
0.504,pop,0.281,"Taylor Swift, Post Malone",84,THE TORTURED POETS DEPARTMENT,2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),2024-04-18,1.53e-05,0.502
0.56,pop,0.388,"Omar Courtz, De La Rose",89,PRIMERA MUSA,0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,2024-09-20,0.0,0.103
0.898,pop,0.214,Kendrick Lamar,88,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,0.0107
0.487,pop,0.317,Jin,85,Happy,4p7DTkyrKqT98xlIwYYfXz,Running Wild,2024-11-15,0.0,0.000175
0.848,pop,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",84,+57,3mg9jYNC1NihbthlglzrWP,+57,2024-11-08,0.0,0.221
0.882,pop,0.788,Ndotz,87,Embrace It,0io16MKpbeDIdYzmGpQaES,Embrace It,2024-08-23,4.13e-05,0.475
0.466,pop,0.806,Linkin Park,89,The Emptiness Machine,2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,2024-09-05,0.0,0.0156
0.66,pop,0.838,Jimin,92,MUSE,7tI8dRuH2Yc6RuoTjxo4dU,Who,2024-07-19,0.0,0.00289
0.579,rock,0.609,Eagles,81,Hotel California (2013 Remaster),40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,1976-12-08,0.000494,0.00574
0.502,rock,0.259,AC/DC,83,The Razors Edge,57bgtoPSgt236HzfBOd8kj,Thunderstruck,1990-09-24,0.0117,0.000147
0.743,rock,0.278,The White Stripes,82,Elephant,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,2003-04-01,0.118,0.0039
0.515,rock,0.104,Radiohead,86,Pablo Honey,70LcF31zb1H0PyJoS1Sx1r,Creep,1993-02-22,0.000133,0.0097
0.5,rock,0.539,Nirvana,76,Nevermind (Remastered),4P5KoWXOxwuobLmHXLMobV,Come As You Are,1991-09-26,0.00161,0.00016
0.592,rock,0.328,Red Hot Chili Peppers,81,Californication (Deluxe Edition),48UPSzbZjgc449aqz8bxox,Californication,1999-06-08,0.00165,0.0021
0.445,rock,0.624,Guns N' Roses,84,Appetite For Destruction,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,1987-07-21,0.0843,0.09
0.464,rock,0.612,The Rolling Stones,81,Aftermath,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",1966-04-15,0.00244,0.0493
0.828,rock,0.789,Fleetwood Mac,84,Rumours (Super Deluxe),0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,1977-02-04,0.00428,0.0644
0.413,rock,0.364,Foo Fighters,81,The Colour And The Shape,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,1997-05-20,0.000308,5.99e-05
0.535,rock,0.901,Joan Jett & the Blackhearts,77,I Love Rock 'N' Roll (Expanded Edition),2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,1981-11-18,0.0,0.326
0.475,rock,0.387,Kansas,79,Point Of Know Return (Expanded Edition),6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,1977,0.00056,0.367
0.693,rock,0.721,Pink Floyd,74,The Wall,4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",1979-11-30,0.000694,0.0782
0.475,rock,0.603,Bon Jovi,72,Bon Jovi,0X1sqQ652p1sceKM2nJlIJ,Runaway,1984-01-23,1.91e-05,0.00375
0.442,rock,0.781,Green Day,80,Dookie,6L89mwZXSOwYl76YXfX13s,Basket Case,1994-02-01,8.71e-06,0.00293
0.559,rock,0.458,Red Hot Chili Peppers,82,Blood Sugar Sex Magik (Deluxe Edition),3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,1991-09-24,0.000105,0.0576
0.673,rock,0.728,Billy Idol,70,Billy Idol,1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,1982-01-01,0.00293,0.0134
0.532,rock,0.755,AC/DC,81,Back In Black,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,1980-07-25,0.000513,0.00287
0.723,rock,0.931,The Rolling Stones,76,Out Of Our Heads,2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,1965-07-30,0.0317,0.0383
0.486,rock,0.549,David Bowie,76,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,1972-06-06,2.23e-06,0.166
0.412,rock,0.422,Led Zeppelin,72,Led Zeppelin II (1994 Remaster),0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,1969-10-22,0.131,0.0484
0.55,rock,0.716,The Doors,70,L.A. Woman,14XWXWv5FoCbFzLksawpEe,Riders on the Storm,1971-04-19,0.0129,0.25
0.394,rock,0.265,Pearl Jam,77,Ten,6QewNVIDKdSl8Y3ycuHIei,Even Flow,1991-08-27,4.54e-06,0.00178
0.398,rock,0.584,Bruce Springsteen,72,Born In The U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,1984-06-04,7.75e-05,0.000373
0.356,rock,0.518,The Verve,79,Urban Hymns (Remastered 2016),57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,1997-09-29,0.0,0.0335
0.455,rock,0.254,Guns N' Roses,75,Use Your Illusion I,2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),1991-09-17,0.00358,0.00184
0.438,rock,0.564,Jimi Hendrix,72,Electric Ladyland,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,1968-10-25,5.69e-05,0.00255
0.446,rock,0.298,Phil Collins,76,Face Value (Deluxe Editon),18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,1981-01-01,4.1e-06,0.551
0.721,rock,0.942,Talking Heads,76,Talking Heads '77 (Deluxe Version),1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,1977-09-16,0.00545,0.0708
0.619,rock,0.777,Lenny Kravitz,71,Are You Gonna Go My Way,45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,1993-03-09,0.0109,0.00165
0.539,rock,0.562,Metallica,70,Master of Puppets (Remastered Deluxe Box Set),54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),1986-03-03,0.421,0.00067
0.73,rock,0.731,Fleetwood Mac,79,Tango In the Night (Deluxe Edition),254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,1987-04-13,0.01,0.258
0.741,rock,0.774,Creedence Clearwater Revival,84,Pendulum (Expanded Edition),2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,1970-12-07,2.28e-05,0.0664
0.62,rock,0.691,The Cars,69,The Cars,4alHo6RGd0D3OUbTPExTHN,Just What I Needed,1978-06-06,6.4e-05,0.0152
0.502,rock,0.72,Nirvana,76,Nevermind (Remastered),5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,1991-09-26,0.000173,2.55e-05
0.466,rock,0.661,Rage Against The Machine,78,Rage Against The Machine - XX (20th Anniversary Special Edition),59WN2psjkt1tyaxjspN8fp,Killing In The Name,1992,0.0,0.0266
0.53,rock,0.188,The Beatles,75,Abbey Road (Remastered),2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,1969-09-26,0.247,0.0304
0.482,rock,0.793,Kansas,73,Leftoverture (Expanded Edition),4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,1976,8.88e-05,0.00321
0.674,rock,0.918,Blur,78,Blur (Special Edition),1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,1997-02-10,0.00708,0.00178
0.519,rock,0.25,Pixies,76,Surfer Rosa (2007 Remaster),7wCmS9TTVUcIhRalDYFgPy,Where Is My Mind? - 2007 Remaster,1988-03-21,0.000453,0.0204
0.743,rock,0.82,The Clash,80,Combat Rock (Remastered),39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,1982,0.0,0.0804
0.932,rock,0.757,Queen,71,The Game (Deluxe Remastered Version),57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,1980-06-27,0.329,0.115
0.602,rock,0.411,Muse,75,The Resistance,4VqPOruhp5EdPBeR92t6lQ,Uprising,2009-09-10,0.064,0.000202
0.653,rock,0.822,Buffalo Springfield,76,Buffalo Springfield,1qRA5BS78u3gME0loMl9AA,For What It's Worth,1966-12-05,0.0209,0.406
0.454,rock,0.647,Van Halen,68,Van Halen (Remastered),0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,1978-02-10,0.0,0.0223
0.35,rock,0.147,Soundgarden,76,Superunknown (Deluxe Edition),2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,1994-03-09,0.000161,0.000217
0.489,rock,0.622,Santana,70,Santana's Greatest Hits,4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,1994-07-01,0.0789,0.676
0.587,rock,0.735,Lenny Kravitz,73,5,1OxcIUqVmVYxT6427tbhDW,Fly Away,1998-05-12,0.0,0.018
0.577,rock,0.869,The Police,75,Reggatta De Blanc (Remastered 2003),1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,1979-10-02,1.33e-05,0.0338
0.489,rock,0.435,David Bowie,72,"""Heroes"" (2017 Remaster)",7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,1977,0.49,0.000678
0.564,rock,0.619,Led Zeppelin,75,Led Zeppelin III (Remaster),78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,1970,0.169,0.013
0.388,rock,0.478,Electric Light Orchestra,76,Out of the Blue,2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,1977,3.73e-06,0.652
0.31,rock,0.763,AC/DC,83,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,1980-07-25,0.00965,0.011
0.548,rock,0.667,Heart,74,Little Queen,4KfSdst7rW39C0sfhArdrz,Barracuda,1977-05-14,0.106,0.015
0.601,rock,0.342,Elton John,79,Honky Chateau,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",1972-05-19,5.95e-06,0.433
0.256,rock,0.382,Nirvana,79,In Utero (Deluxe Edition),11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,1993-09-21,0.0329,0.199
0.667,rock,0.883,Eagles,68,Hotel California (2013 Remaster),6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,1976-12-08,6.94e-05,0.0966
0.671,rock,0.732,TOTO,83,Toto IV,2374M0fQpWi3dLnB54qaLX,Africa,1982-04-08,8.01e-05,0.257
0.333,rock,0.385,Blue Öyster Cult,75,Agents Of Fortune,5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,1976,0.000208,0.0029
0.767,rock,0.964,The Smashing Pumpkins,77,Mellon Collie And The Infinite Sadness (Deluxe Edition),5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,1995,0.583,0.0163
0.472,rock,0.171,Pink Floyd,71,The Wall,5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,1979-11-30,0.312,0.15
0.437,rock,0.749,Led Zeppelin,69,Led Zeppelin IV (Deluxe Edition),3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,1971-11-08,0.0314,0.396
0.509,rock,0.685,Queens of the Stone Age,69,Songs For The Deaf,6y20BV5L33R8YXM0YuI38N,No One Knows,2002-01-01,9.96e-05,0.0368
0.575,rock,0.843,The Doobie Brothers,69,The Captain and Me,4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',1973,0.00211,0.0916
0.654,rock,0.786,Beck,69,Mellow Gold,5PntSbMHC1ud6Vvl8x56qd,Loser,1994-03-01,0.000178,0.0337
0.529,rock,0.492,Don McLean,74,American Pie,1fDsrQ23eTAVFElUMaf38X,American Pie,1971,0.0,0.7
0.618,rock,0.663,The Police,77,Outlandos D'Amour (Remastered 2003),3EYOJ48Et32uATr9ZmLnAo,Roxanne,1978-11-02,4.1e-06,0.0384
0.586,rock,0.897,The Knack,69,Get The Knack,1HOMkjp0nHMaTnfAkslCQj,My Sharona,1979-01-01,0.00125,0.0589
0.575,rock,0.385,Lou Reed,74,Transformer,5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,1972-12-01,0.000202,0.683
0.445,rock,0.768,Thin Lizzy,70,Jailbreak (Deluxe Edition),43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,1976,0.000252,0.234
0.574,rock,0.423,AC/DC,84,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,1979-07-27,0.00158,0.061
0.532,rock,0.308,Billy Joel,79,The Stranger (Legacy Edition),4U45aEWtQhrm8A5mxPaFZ7,Vienna,1977,0.0,0.659
0.284,rock,0.595,Pearl Jam,73,Ten,1L94M3KIu7QluZe63g64rv,Alive,1991-08-27,0.000461,0.00752
0.662,rock,0.744,Tina Turner,69,Foreign Affair,6pPWRBubXOBAHnjl5ZIujB,The Best,1989-09-13,0.0191,0.108
0.666,rock,0.776,Red Hot Chili Peppers,72,Blood Sugar Sex Magik (Deluxe Edition),0uppYCG86ajpV2hSR3dJJ0,Give It Away,1991-09-24,0.086,0.00244
0.475,rock,0.648,Green Day,79,Nimrod,6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),1997-10-14,0.0,0.183
0.516,rock,0.907,Don Henley,73,Building The Perfect Beast,4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,1984-11-19,0.00572,0.501
0.421,rock,0.789,The Doors,72,The Doors,6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),1967-01-04,0.0,0.2
0.324,rock,0.543,Beastie Boys,71,Ill Communication,0Puj4YlTm6xNzDDADXHMI9,Sabotage,1994-05-23,0.0321,0.032
0.267,rock,0.568,Def Leppard,72,Hysteria (Super Deluxe),0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,1987-08-03,0.0,0.00211
0.465,rock,0.537,Foo Fighters,73,There Is Nothing Left To Lose,5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,1999-11-02,2.07e-05,1.83e-05
0.741,rock,0.944,Pat Benatar,70,Crimes Of Passion,0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,1980-08-05,3.61e-05,0.117
0.404,rock,0.475,The Smashing Pumpkins,73,Mellon Collie And The Infinite Sadness (Deluxe Edition),6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,1995,0.836,5.59e-05
0.215,rock,0.49,Stone Temple Pilots,72,Purple (2019 Remaster),6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,1994-06-07,0.00661,0.000273
0.651,rock,0.776,The Clash,70,London Calling (Remastered),5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,1979,0.0,0.123
0.481,rock,0.375,Pink Floyd,75,Wish You Were Here,6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,1975-09-12,0.0114,0.735
0.623,rock,0.573,Tom Petty,75,Full Moon Fever,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',1989-01-01,0.0,0.212
0.389,rock,0.566,Blind Melon,73,Blind Melon,6txWz9UapYHVxEd7dDIHXT,No Rain,1992-01-01,5.09e-05,0.619
0.526,rock,0.451,Van Halen,72,1984 (Remastered),05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,1984-01-04,4.75e-05,0.00122
0.297,rock,0.586,Alice In Chains,72,Dirt (2022 Remaster),5sFDReWLrZHLFZFjHsjUTS,Would? (2022 Remaster),1992-09-29,9.1e-06,0.000286
0.27,rock,0.606,Bruce Springsteen,70,Born To Run,6hTcuIQa0sxrrByu9wTD7s,Born to Run,1975-08-25,2.05e-05,0.00501
0.349,jazz,0.178,Nat King Cole,69,Unforgettable,648TTtYB0bH0P8Hfy0FmkL,Unforgettable,1954-01-01,0.0152,0.92
0.136,classical,0.071,"Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",68,Tchaikovsky: Swan Lake,2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",1976-01-01,0.916,0.911
0.184,classical,0.151,"Ludwig van Beethoven, Paul Lewis",68,"Beethoven: Piano Sonatas, Vol.3",3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",2007-09-25,0.887,0.995
0.447,classical,0.036,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",75,In A Time Lapse,1BncfTJAWxrsxyT9culBrj,Experience,2013-01-01,0.961,0.934
0.505,hip-hop,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",88,CHROMAKOPIA,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0.0,0.285
0.872,hip-hop,0.506,Gunna,76,HIM ALL ALONG,2EKL77lwxvo615Ga7VjEUl,HIM ALL ALONG,2024-10-18,0.0,0.195
0.835,hip-hop,0.374,BigXthaPlug,71,TAKE CARE,4CkbpelT92r4dVkceDX9g1,Leave Me Alone,2024-10-11,7.33e-06,0.0311
0.794,hip-hop,0.15,Future,73,MIXTAPE PLUTO,2t4H61OtTYgmDe61KxkjKH,PLUTOSKI,2024-09-20,2.76e-05,0.14
0.769,hip-hop,0.57,"The Weeknd, Playboi Carti",92,Timeless,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),2024-09-27,2.56e-06,0.0584
0.832,hip-hop,0.68,"GloRilla, Sexyy Red",78,GLORIOUS,5xeSd4HgzrYpNLEf3LfYLK,WHATCHU KNO ABOUT ME (feat. Sexyy Red),2024-10-11,0.0,0.00449
0.65,hip-hop,0.186,Lil Baby,70,Insecurities,6afQ4fJDJ9QqU5BKIH99Ej,Insecurities,2024-11-15,0.0,0.00502
0.92,hip-hop,0.484,NLE Choppa,72,SLUT SZN,76Ku9OBFK1NjMylR8r4WLK,Gang Baby,2024-09-27,0.0,0.00768
0.757,hip-hop,0.321,Don Toliver,85,HARDSTONE PSYCHO,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,2024-06-14,0.0209,0.189
0.749,hip-hop,0.564,Real Boston Richey,73,Help Me,487JCvAXVblflZyDJn3fSp,Help Me,2024-05-31,0.0,0.155
0.853,hip-hop,0.471,Drake,78,No Face,1560osUcXrnov6yuOjXvc1,No Face,2024-08-31,0.0,0.0771
0.863,hip-hop,0.301,Future,77,MIXTAPE PLUTO,3aCPResPDNae3pXTocGpYe,LIL DEMON,2024-09-20,0.0,0.00125
0.608,hip-hop,0.089,"Luh Tyler, BossMan Dlow",69,Mr. Skii,62oLxos6R04SVYL1lXidvu,2 Slippery (feat. BossMan Dlow),2024-08-22,0.000327,0.029
0.662,hip-hop,0.549,"Lil Yachty, Veeze",70,Sorry Not Sorry,4lwfqyQXSDJ7kELpMErMih,Sorry Not Sorry,2024-08-16,0.0,0.247
0.76,hip-hop,0.209,Playboi Carti,81,ALL RED,2cZOYofOX4d6g0OXxkaIjA,ALL RED,2024-09-13,0.0,0.109
0.649,hip-hop,0.313,"Lil Tecca, Don Toliver",73,PLAN A,1Ftb0PK0Qqwax3gofiMd2X,I CAN’T LET GO,2024-09-20,0.0,0.00694
0.672,hip-hop,0.381,Lil Uzi Vert,76,Eternal Atake 2,4ppKM7xnkSAwSyKqD4QTY4,Chill Bae,2024-11-01,0.0,0.112
0.884,hip-hop,0.324,BigXthaPlug,69,TAKE CARE,26TX1oZbaDeKxfTYDclSAo,2AM,2024-10-11,0.0,0.0439
0.783,hip-hop,0.294,"Drake, Young Thug, 21 Savage",76,100 GIGS,1qIwin7JMVuX70qN6wD8ww,It's Up (feat. Young Thug & 21 Savage),2024-08-30,0.0,0.0264
0.652,hip-hop,0.648,BabyChiefDoit,68,The Viper,2JapCT0xikq6Fy1PQiJz1C,The Viper,2024-09-20,0.0,0.0111
0.776,hip-hop,0.467,Latto,70,Sugar Honey Iced Tea,1JF8LkQWZ8grXb2emqrNKn,Brokey,2024-08-09,0.0,0.0366
0.427,hip-hop,0.269,Rod Wave,76,Last Lap,0U60hgxzGit7juEuHul2y3,25,2024-10-11,0.0,0.286
0.731,hip-hop,0.147,"NLE Choppa, 41, Kyle Richh",77,Or What,3lUYO6zvXI88sNDpyKvIJ2,Or What,2024-09-06,0.0,0.116
0.64,hip-hop,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",84,WE DON'T TRUST YOU,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0.0,0.0215
0.898,hip-hop,0.214,Kendrick Lamar,88,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,0.0107
0.77,hip-hop,0.64,"Tyler, The Creator, ScHoolboy Q, Santigold",85,CHROMAKOPIA,2aYHxnMF2umAavtgBvmkY1,Thought I Was Dead (feat. ScHoolboy Q & Santigold),2024-10-28,0.0,0.362
0.731,hip-hop,0.458,"¥$, Playboi Carti, Don Toliver, Kodak Black",72,FIELD TRIP,3lCb7ZYE3Fvie4JOPqpXfY,FIELD TRIP,2024-08-03,0.0,0.054
0.916,hip-hop,0.192,Future,74,MIXTAPE PLUTO,2jnezASa7o0lP6aif6VrIf,TEFLON DON,2024-09-20,0.00402,0.00349
0.694,hip-hop,0.286,Drake,79,100 GIGS,1eroCliWpJrEu1V7VSObcO,Circadian Rhythm,2024-08-30,0.0,0.193
0.902,hip-hop,0.799,BigXthaPlug,68,The Largest,1F5Qp0SJS0QUfqIoQggrLz,The Largest,2024-08-09,0.0,0.0678
0.637,hip-hop,0.427,Lil Uzi Vert,73,Eternal Atake 2,3NE6g9h77FZbQqCLzUpGRt,Light Year (Practice),2024-11-01,0.0,0.0153
0.675,hip-hop,0.39,"Tee Grizzley, J. Cole",69,Blow for Blow (feat. J. Cole),3rXlcLZk3MCaRPND5g9QiW,Blow for Blow (feat. J. Cole),2024-09-27,7.8e-06,0.0731
0.661,hip-hop,0.514,"Tyler, The Creator",87,CHROMAKOPIA,5RePVWy39tLpHH0WwXgBsK,Rah Tah Tah,2024-10-28,0.0,0.00289
0.726,hip-hop,0.413,Juice WRLD,73,The Pre-Party (Extended),2FRc9wqgIjg2E3bH13ww6U,Both Ways,2024-10-14,0.0,0.269
0.974,hip-hop,0.328,Doechii,72,Alligator Bites Never Heal,2dKkVF2m160z0RNDN2dddc,NISSAN ALTIMA,2024-08-30,3.92e-05,0.0988
0.824,hip-hop,0.212,A$AP Rocky,74,Tailor Swif,5xMjhZKSo8yh5r9b5vrYRr,Tailor Swif,2024-08-30,0.0,0.149
0.638,hip-hop,0.242,Yeat,72,LYFESTYLE,32ioWMgkyA6mFcXJMggBoz,GEEK TIMË,2024-10-18,0.734,0.0066
0.654,hip-hop,0.417,50 Cent,71,Get Rich Or Die Tryin',2I9foKseoFQh07p6sD2voE,Many Men (Wish Death),2003-02-06,0.00146,0.0153
0.898,hip-hop,0.214,Kendrick Lamar,88,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,0.0107
0.882,hip-hop,0.886,"Central Cee, Lil Baby",81,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),2024-05-23,0.0,0.359
